,churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,document_score,magnitude,max_score,min_score,mean_score,std_score,max_weighted_score,min_weighted_score,mean_weighted_score,std_weighted_score
1276,no,"Customer: *grunting* I'm sorry but I don't know what you're talking about.
TelCom Agent: Oh no, it's alright. It's just speaking to you from the phone. And this is a TelCom agent. No one else can help you, right?
Customer: Um, I do not know.
TelCom Agent: Well, that's why I'm here.
Customer: Oh, I'm sorry, I'm sorry.
TelCom Agent: What do you mean you don't know?
Customer: I'm not... I'm not getting this from TelCom.
",NE,161,area_code_415,no,no,0,166.2,125,28.25,279.4,78,23.75,181.0,85,8.15,13.4,6,3.62,1,-0.30000001192092896,4.599999904632568,0.10000000149011612,-0.800000011920929,-0.3545454584739425,0.30260576483959967,0.010000000298023226,-0.6400000190734865,-0.2154545491662893,0.24369741787537086
1277,no,,WY,151,area_code_415,no,no,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,,,,,,,,,,
1278,no,"Customer: I want to upgrade to a 4G LTE Phone
TelCom Agent: Glad to hear that Richard, what type of phone do you want to get?
Customer: I'll take a 4G LTE Phone
TelCom Agent: What's your current contract term?
Customer: 4 years
TelCom Agent: How long do you plan on staying with TelCom?
Customer: I don't know because I'm just starting now.
TelCom Agent: And how long have you been with Telecom?
Customer: For about a year now
TelCom Agent: And if you were to stay with Telcom for 5",WY,146,area_code_415,no,yes,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,-0.20000000298023224,1.2000000476837158,0.0,-0.30000001192092896,-0.16666667039195696,0.09428090731922,0.0,-0.09000000715255752,-0.03666666850447658,0.028674419797152895
1279,yes,"Customer: Well I have been having trouble connecting to the server and I haven't got a chance to speak to someone before I call them back.
TelCom Agent: Ahh that's ok, which number are you calling from?
Customer: 0813789522, TelCom.
TelCom Agent: OK Thomas, can I ask you a few questions to check that you're happy with how the service is working for you?
Customer: [inaudible]
TelCom Agent: OK, well could you see if you could get in touch with them right away and let them know you'd like to cancel and why?
Customer: Yeah, why?
Tel",TX,169,area_code_408,no,no,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,-0.20000000298023224,2.5999999046325684,0.30000001192092896,-0.800000011920929,-0.25714286097458433,0.3579989821974677,0.09000000715255752,-0.6400000190734865,-0.16857143444674363,0.2423355839482518
1280,no,,MO,36,area_code_415,no,no,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,2,2.75,3,,,,,,,,,,
1281,no,,OK,57,area_code_408,no,yes,25,176.8,94,30.06,195.0,75,16.58,213.5,116,9.61,8.3,4,2.24,0,,,,,,,,,,
1282,yes,"Customer: I am actually moving across the street to another location, and I was wondering if there was anything I should be aware of before I make this decision to cancel? For example an economic downturn that would affect my job?
TelCom Agent: Oh, that's a very wise question Thresa, and if you could give me a little moment to explain it to me, I would be more than happy to advise you on any of your concerns. So you actually actually have a job to go to, right?
Customer: Yeah. I do.
TelCom Agent: So you are actually looking to use the internet today?
Customer: Yes.
TelCom",CT,23,area_code_510,no,no,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,0.0,4.0,0.5,-0.699999988079071,-0.033333333830038704,0.4422166438059718,0.25,-0.4899999833106996,-0.047777778539392766,0.23682050547078365
1283,no,"Customer: It would be great to get easy access to video content and entertainment.
TelCom Agent: Thank you Roger, that would be great for us as well. What's the current rate you are paying for the service?
Customer: For Voice service I pay about $40 per month as of July. I would like to upgrade to 10GB of data, but only pay $15 for that upgrade.
TelCom Agent: Roger, as of July a new rate is available for Voice Service of $15/GB. I suggest you talk to your manager to see the details of that plan. I am also happy to call you",OK,110,area_code_510,no,no,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,0.10000000149011612,2.5,0.8999999761581421,-0.30000001192092896,0.14999999664723873,0.4153311919350288,0.8099999570846563,-0.09000000715255752,0.16749999605119237,0.325873818903382
1284,no,"Customer: Voice and Text
TelCom Agent: Okay, I've got the upgrade for you. I'm going to let you know that no matter what you choose we will honor the new monthly rate. Do you want to continue to receive your service from TelCom?
Customer: Keep me updated.
Customer: Thanks for taking my call.
Customer: Good day Matthew. My name is Emily. I'd like to upgrade the services that I currently have at TelCom. I am a new customer and I'd like to pay $50 more per month to have 5GB of data, and have my homescreen moved so that",CT,147,area_code_415,no,no,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,0.10000000149011612,2.9000000953674316,0.6000000238418579,-0.5,0.11111111525032255,0.34138426095200847,0.36000002861023006,-0.25,0.062222226560115904,0.16837642161773791
1285,no,"Customer: I would like to upgrade my voice to premium.
TelCom Agent: Thank you. And where would you like to call and what can I help you with?
Customer: I would like to upgrade my text to premium.
TelCom Agent: Glad to hear that. And how might I be able to help you today?
Customer: I have two questions. I need to upgrade my premium service and I want to know when I can expect it to arrive.
TelCom Agent: Sure, Crystal. So you're requesting Premium SMS from TelCom and they are providing you with a call center to assist you with your",NH,67,area_code_415,no,yes,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,0.0,3.200000047683716,0.699999988079071,-0.5,-0.030000003427267073,0.33778691676183753,0.4899999833106996,-0.25,0.008999996989965425,0.18327301750052066
1286,no,"Customer: I would like to upgrade to text on the phone.
TelCom Agent: Well, that's available to you today. What is your billing agent number?
Customer: I don't know what the number is. I don't have one on file, but I have a T-Mobile account.
TelCom Agent: Well, you can get one here. Hey, how about this, it's your 5th call of the day. Would you like to upgrade to text now?
Customer: Uh, sure I guess.
TelCom Agent: All right, great. Great. And couldn't you charge",VT,111,area_code_408,no,no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,0.0,4.400000095367432,0.8999999761581421,-0.6000000238418579,-0.025000005960464478,0.4322904138853313,0.8099999570846563,-0.36000002861023006,0.05583332717418669,0.3166348652514903
1287,no,"Customer: I would like to upgrade my data package, there is one monthly fee of $9.95 I would like to upgrade my voice plans to unlimited. I have been with TelCom for 5 years and I have not had any issues with voice service or any other services.
TelCom Agent: Okay of course you are able to drop your voice service and upgrade to unlimited. What are your current plans?
Customer: I have unlimited voice and text with no extra charge. I have been with TelCom for 5 years and I have no complaints with voice service or any other services.
TelCom Agent: Okay, I'm glad",RI,119,area_code_415,no,yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,0.30000001192092896,2.9000000953674316,0.800000011920929,-0.30000001192092896,0.29999999701976776,0.4000000011708056,0.6400000190734865,-0.09000000715255752,0.22428571139063158,0.2796353315986097
1288,no,"Customer: I would like to upgrade my service to data.
TelCom Agent: Great, how long would it take to complete the upgrade?
Customer: I would need about 24 hours.
Telcom Agent: I will be happy to help you with your upgrade and I will let you know when it is ready.
Customer: Okay, thank you. And just so we are clear, is this the first time you've seen this issue?
TelCom Agent: Yes, I have been seeing this issue for a few months now.
Customer: And just so we are crystal clear, because this is state) where I live",OK,159,area_code_510,no,no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,-0.10000000149011612,3.5,0.6000000238418579,-0.699999988079071,-0.13750000018626451,0.41814322527163406,0.36000002861023006,-0.4899999833106996,-0.08374999914318326,0.24499681860214734
1289,no,"Customer: Ummm, ummm, ummm, ummm, ummm, ummm, ummm, ummm, ummm, ummm.
TelCom Agent: I'm sorry, but the base service must be the same type, platform and plan you are currently on. I will need to go through the documents you provided with the upgrade.
Customer: Ummm, ummm, ummm, ummm... ummm...
TelCom Agent: Can you give me just a few more minutes? I'm going to start with your service plan. You're currently on a 24 month TelCom Prime rate",NH,133,area_code_408,no,no,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,-0.10000000149011612,1.2999999523162842,0.0,-0.6000000238418579,-0.1571428616132055,0.19897698309119996,0.0,-0.36000002861023006,-0.06428571875606273,0.12187314560885293
1290,no,"Customer: I would like to upgrade my telephone service.
TelCom Agent: Yes, yes. I have a list of what machines you can bring with you if you would like to upgrade your service. And the other thing I would like to ask you, do you have any questions to ask before we start to upgrade your service?
Customer: Sure, I don't mind answering any questions you have for me.
TelCom Agent: Okay. I know you have actually been with them before. But I wanted to talk to you about your service just to make sure everything continues to run smoothly and you're happy with the service",KY,47,area_code_415,no,yes,40,158.3,90,26.91,213.2,71,18.12,123.0,132,5.54,14.0,2,3.78,2,0.0,2.4000000953674316,0.800000011920929,-0.30000001192092896,0.0875000013038516,0.32953566476776547,0.6400000190734865,-0.09000000715255752,0.07875000234693291,0.21785532017845713
1291,no,"Customer: I would like the voice upgrade.
TelCom Agent: That's great Mark. I can get that installed for you and can give you a better quote for your new plan. How soon can you expect to receive your order for the upgrade?
Customer: I can expect it within the next two weeks.
TelCom Agent: Excellent and thanks for your time.
Customer: You guys are all great.",ND,102,area_code_510,no,no,0,69.7,85,11.85,226.5,107,19.25,128.5,104,5.78,11.1,2,3.0,2,0.30000001192092896,4.0,0.8999999761581421,-0.4000000059604645,0.3142857030034065,0.5248906536348508,0.8099999570846563,-0.16000000476837162,0.2999999836087229,0.38146333211939787
1292,no,"Customer: I am looking for a voice plan and I am looking for a data plan.
TelCom Agent: Sure, well here is what we can do for you today.
TelCom Agent: Here is the book that has your current PSTN plan located in the book area. Now, I am going to go through a few more options for you and I am going to ask you to select one of them.
Customer: I am trying to select my voice plan but I don't see that option anywhere. Please help me select my voice plan please!
TelCom Agent: Sorry, but no question where I can see",SC,84,area_code_415,no,no,0,204.1,132,34.7,164.4,117,13.97,165.1,123,7.43,0.0,0,0.0,1,-0.30000001192092896,2.299999952316284,0.0,-0.800000011920929,-0.3000000076634543,0.29760953023770137,0.0,-0.6400000190734865,-0.17857143708637796,0.223506388794948
1293,no,"Customer: I would like to upgrade to full data, as I do not own a smartphone.
TelCom Agent: So you are strictly looking for voice, text and data?
Customer: I would like all 3.
TelCom Agent: Great. I will tell Mr. Blankenship what he requires for you. I need to know the following: What is the number of months remaining on your current contract?
Customer: About 6 months.
TelCom Agent: And the length of time that you are looking for a new phone?
Customer: About one year.
TelCom Agent: And what phone model would",IA,158,area_code_415,no,no,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0.0,3.299999952316284,0.800000011920929,-0.4000000059604645,-0.020000001043081285,0.3429285710115962,0.6400000190734865,-0.16000000476837162,0.036000000625848766,0.21214146920400273
1294,yes,"Customer: Well, I've never been able to get a call through. When I call them and say I need to cancel, they tell me right away to call back in a few days. But when I call them again, they tell me to call back in a few days. I'm in a lot of pain, and I've already tried to cancel? But they tell me if I call them back in a few days, they'll call me back. I'm very frustrated and don't know where to start.
TelCom Agent: Would you like to proceed with a brain-dump?
Customer: Sure. So I called the TelCom number, and I said ""Hi,",NH,127,area_code_415,yes,no,0,324.3,107,55.13,141.6,90,12.04,207.6,90,9.34,12.8,7,3.46,1,-0.4000000059604645,4.5,0.20000000298023224,-0.800000011920929,-0.42222222354676986,0.34246744568373766,0.040000001192092904,-0.6400000190734865,-0.2866666682561239,0.2612363789448576
1295,no,"Customer: I was wondering if I could get data and voice over assisted calling and I need it right now because I am in a jam right now and I have a bad wifi connection and need to get my email to work.
TelCom Agent: That would be great. My number is 318-831-2964.
Customer: Thank you. And how much would that be? Do you do the whole contract or just the up front?
TelCom Agent: I can do the whole contract or just the up front. I'd do the whole contract. I can recommend that you get the data service this week and get",DC,63,area_code_408,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0.0,1.899999976158142,0.6000000238418579,-0.4000000059604645,0.03333333548572329,0.253859111007427,0.36000002861023006,-0.16000000476837162,0.025555558303992015,0.12962434750566973
